id,geo,hh_size,hh_kids,hh_cellular,hh_education,hh_head_female,village_pop,village_far,treatment,asset_tot_value_bsl,asset_prod_value_bsl,asset_hh_value_bsl,asset_index_bsl,asset_prod_index_bsl,asset_hh_index_bsl,iagri_month_bsl,ibusiness_month_bsl,ipaidlabor_month_bsl,index_foodsecurity_bsl,fs_enoughfood_bsl,fs_adultskip_bsl,fs_wholeday_bsl,fs_childskip_bsl,fs_twomeals_bsl,control_primeageadult,control_income_pc,control_asset_count
31001,251,4,1,0,1,0,657,1,0,506.3684692,297.2654114,209.1030579,-0.124681212,-0.097031921,-0.407374799,83.42902374,0,23.41215515,0.740589142,0,1,1,1,0,1,54.54066086,29
31002,251,7,1,0,0,0,657,1,0,368.0213623,248.210968,119.8103943,-0.111895941,-0.125096872,0.177552089,-31.68072891,0,0,0.740589142,0,1,1,1,0,1,-11.31046963,25
31003,251,3,1,0,1,0,657,1,0,320.153717,144.9592743,175.1944427,-0.207867712,-0.144299135,-0.92880863,-21.50759506,0,23.41215515,0.740589142,0,1,1,1,0,1,0.543408215,21
31004,251,7,1,0,1,0,657,1,0,571.3599854,494.5004578,76.85949707,0.008432358,0.006704479,0.02552145,1.300675273,0,46.8243103,-2.229411125,0,0,0,0,0,1,9.205985069,25
31005,251,5,1,1,1,0,657,1,0,772.8335571,679.0197754,93.81380463,0.057188448,0.071667679,-0.201224059,-55.09288406,0,0,0.740589142,0,1,1,1,0,1,-38.91975021,10
31006,251,4,1,0,0,0,657,1,0,668.847168,569.381958,99.46523285,-0.086936332,-0.022531087,-0.92880863,-47.8462677,0,42.14188004,0.740589142,0,1,1,1,0,1,-12.69384575,25
31007,251,4,1,0,1,1,657,1,0,2321.609131,2085.37915,236.2299347,0.474626988,0.509520948,-0.451643497,0,0,0,0.740589142,0,1,1,1,0,1,-0.767165422,24
31008,251,7,1,1,1,0,657,1,0,693.9960938,281.4414063,412.554657,-0.070631362,-0.081492081,0.148194656,-51.40764236,0,33.44593811,0.740589142,0,1,1,1,0,1,-5.297093868,28
3101,242,6,1,1,1,0,450,0,0,386.2189941,252.2799988,133.9389801,-0.049220294,-0.075070448,0.364478469,-47.10302353,-69.06808472,0,0.740589142,0,1,1,1,0,1,-49.66766357,22
31010,251,3,1,0,1,1,657,1,0,496.4784546,408.3161011,88.16236877,0.065344565,0.027515611,0.546955466,35.30404282,0,0,0.740589142,0,1,1,1,0,1,23.01496124,174
31011,251,5,1,0,1,0,657,1,0,503.2601929,412.8372498,90.42294312,-0.040622488,-0.045788106,0.069790341,-12.07769871,0,0,0.740589142,0,1,1,1,0,1,-6.137322426,11
31012,251,5,1,0,1,1,657,1,0,383.1672058,320.4363098,62.73091507,-0.054391641,-0.053455845,-0.018747253,-2.78716135,0,119.4019775,0.740589142,0,1,1,1,0,1,46.02991867,20
31013,251,2,1,0,1,1,657,1,0,237.077652,154.5667114,82.51093292,-0.200358123,-0.136737585,-0.92880863,0,31.21620369,280.9458618,0.740589142,0,1,1,1,0,1,311.2298584,7
31014,251,4,1,0,0,1,657,1,0,178.8678741,110.4855347,68.38234711,-0.186405763,-0.15298681,-0.495912284,9.15117836,0,0,-0.11483559,0,0,1,1,0,1,3.284426212,21
31015,251,5,1,1,1,0,657,1,0,159.3704376,93.81380463,65.556633,-0.197360978,-0.14814806,-0.722657919,-30.28715324,0,35.11823273,0.740589142,0,1,1,1,0,1,-0.882240295,17
31016,251,10,1,1,1,0,657,1,0,588.5968628,348.9760437,239.6207886,-0.01364648,-0.069548674,0.797374904,-4.831079483,0,5.574322701,0.740589142,0,1,1,1,0,1,-3.286344051,24
31017,251,4,1,1,1,1,657,1,0,512.0198975,296.1351318,215.8847656,-0.070151232,-0.056553032,-0.201224059,-17.88428307,0,74.91889191,0.740589142,0,1,1,1,0,1,28.77962303,37
3102,242,6,1,0,1,0,450,0,0,311.959137,170.6732941,141.2858429,-0.151555032,-0.120993331,-0.451643497,-33.91046143,0,93.64862061,-2.229411125,0,0,0,0,0,1,20.07415962,17
3103,242,8,1,0,0,1,450,0,1,236.7950745,183.1064606,53.68862152,-0.117546134,-0.113948934,-0.06301605,-9.29053688,0,0,0.740589142,0,1,1,1,0,1,-2.397391558,25
3104,242,4,1,0,1,0,450,0,1,794.5916138,636.3514404,158.2401428,-0.006732269,0.031028114,-0.5401811,-10.68411732,0,0,0.740589142,0,1,1,1,0,1,-6.916474342,9
3105,242,5,1,0,1,0,450,0,1,495.9133301,394.1875,101.7258072,-0.061114233,-0.036123499,-0.363105983,0,0,0,0.740589142,0,1,1,1,0,1,-1.150748014,24
3106,242,5,1,0,0,1,450,0,0,778.7675781,439.6815491,339.0860291,0.105348416,0.11457742,-0.121448927,-47.6604538,-0.2229729,56.18916321,0.740589142,0,1,1,1,0,1,2.64288187,31
3108,242,4,1,0,1,0,450,0,1,759.5527344,567.4039307,192.1487427,-0.027471229,0.007047344,-0.495912284,-33.6317482,0,11.70607758,-0.11483559,0,0,1,1,0,1,-16.64697456,43
3109,242,7,1,0,1,1,450,0,1,246.9676514,101.1606674,145.8069916,-0.21310848,-0.175430462,-0.559405327,0,0,0,0.740589142,0,1,1,1,0,1,0,11
3110,242,10,1,0,0,1,450,0,1,570.2296753,485.4581604,84.77150726,-0.1206064,-0.059608642,-0.883450985,0,0,11.1486454,-0.359041333,0,1,0,1,0,1,4.209819794,8
31101,252,3,1,1,1,0,270,0,1,212.4939117,99.46523285,113.0286789,-0.225932211,-0.172473118,-0.786151052,-4.64526844,0,37.16214752,0.740589142,0,1,1,1,0,0,22.37565422,6
31102,252,7,1,1,1,0,270,0,1,684.1060791,525.8659058,158.2401428,0.027752608,0.02237054,0.079641536,61.31754684,0,0,-0.11483559,0,0,1,1,0,1,18.08318138,10
31103,252,5,1,0,1,1,270,0,0,3162.54248,2294.482178,119.8103943,0.719870508,0.759559453,-0.495912284,-57.66636276,0,0,0.740589142,0,1,1,1,0,1,-49.05830383,10
31104,252,4,1,0,1,0,270,0,0,1241.337402,1112.484741,128.8526917,0.272267729,0.266168505,0.114059038,-6.782091618,0,0,0.740589142,0,1,1,1,0,1,-7.398019791,34
31105,252,9,1,0,1,0,270,0,1,428.4916992,258.9487,169.5430145,-0.08237192,-0.05133158,-0.451643497,-9.66215992,0,23.41215515,-0.11483559,0,0,1,1,0,1,3.153901815,21
31106,252,10,1,1,1,0,270,0,1,1957.091553,1329.782349,627.3091431,0.536435664,0.411091387,1.843932033,46.45268631,0,0,0.740589142,0,1,1,1,0,1,7.700421333,55
31107,252,4,1,0,0,1,270,0,1,283.5889587,219.1625977,64.42634583,-0.178335398,-0.108365797,-1.017346144,-20.43918228,0,93.64862061,-0.11483559,0,0,1,1,0,1,17.28998947,12
31108,252,4,1,1,0,1,270,0,1,291.7270203,136.8777313,154.8492889,-0.203185037,-0.152666897,-0.741882265,-11.79898262,0,0,0.740589142,0,1,1,1,0,1,-8.474779129,12
31109,252,4,1,0,1,0,270,0,1,165.0783844,55.66662216,109.4117584,-0.202757627,-0.17564851,-0.407374799,-2.601350307,0,70.23646545,0.740589142,0,1,1,1,0,1,34.31866074,10
3111,242,8,1,0,1,0,450,0,0,114.1589661,46.34175873,67.81720734,-0.137781039,-0.140520513,0.02552145,0,0,0,-1.214466095,0,0,0,1,0,1,0,11
31110,252,3,1,1,1,0,270,0,0,101.1606674,13.56344128,87.59722137,-0.225838184,-0.197447315,-0.427969754,0,0,84.94205475,0.740589142,0,1,1,1,0,1,58.45069504,9
31111,252,7,1,1,1,0,270,0,0,1025.170044,594.5308228,430.6392517,0.017552817,0.011132816,0.093464069,-8.361484528,0,58.53038788,-1.12978065,0,0,1,0,0,1,13.30046844,30
31112,252,3,1,0,0,1,270,0,1,219.2756348,127.7224045,91.55323029,-0.213693783,-0.119867362,-1.361704946,-11.33445549,0,7.023645401,-1.12978065,0,0,1,0,0,1,-8.08080864,17
31113,252,7,1,1,1,1,270,0,0,284.5496826,214.4719086,70.07778168,-0.160837352,-0.111371741,-0.722657919,-6.038849354,0,0,-1.12978065,0,0,1,0,0,1,-5.445503712,13
31114,252,5,1,1,1,1,270,0,0,1516.279663,970.3511963,545.9285278,0.145992935,0.094293512,0.753105998,-131.0894928,0,0,0.740589142,0,1,1,1,0,1,-54.12351608,47
31115,252,7,1,1,0,1,270,0,0,356.5489502,214.6979675,141.8509827,-0.133277848,-0.115672559,-0.264717102,-16.90877724,0,23.41215515,0.740589142,0,1,1,1,0,1,-0.98351723,17
31116,252,5,1,1,1,0,270,0,0,570.2296753,499.5867615,70.64292145,-3.80E-04,0.050196156,-0.722657919,-19.13850784,0,11.70607758,0.740589142,0,1,1,1,0,1,-13.17606544,12
3112,242,10,1,1,1,0,450,0,0,476.415863,133.9389801,342.4768982,-0.172799155,-0.156812772,-0.245492861,-13.00675201,0,0,0.740589142,0,1,1,1,0,1,-3.835826397,9
3113,242,5,1,0,1,0,450,0,0,42.27272415,9.042294502,20.91030502,-0.276539087,-0.199706748,-1.125108004,-2.78716135,0,8.918915749,0.740589142,0,1,1,1,0,1,2.531645536,7
3114,242,5,1,0,1,0,450,0,1,297.2654114,155.4144287,141.8509827,-0.155614823,-0.118884534,-0.5401811,0,0,0,0.740589142,0,1,1,1,0,1,-4.209819794,26
3115,242,4,0,0,1,1,450,0,0,758.4224243,564.0131226,194.409317,-0.027320595,-0.015556977,-0.170777887,-36.23309708,0,11.70607758,-1.214466095,0,0,0,1,0,1,-43.80034637,50
3116,242,7,1,1,1,0,450,0,1,742.0332642,414.2500916,327.7831726,-0.050371423,-0.070032835,0.275940865,-87.23815155,0,23.41215515,0.740589142,0,1,1,1,0,1,-20.15863991,44
3117,242,3,1,0,1,0,450,0,1,419.3363953,368.4734802,50.86290359,-0.129093334,-0.058783051,-1.017346144,-34.37498856,0,0,0.740589142,0,1,1,1,0,1,-23.65426445,20
3118,242,5,1,0,0,1,450,0,0,339.3685913,203.7341919,135.6344147,-0.100491658,-0.102973141,0.02552145,0,0,0,-0.11483559,0,0,1,1,0,1,-7.710011482,12
3119,242,4,1,0,1,0,450,0,1,452.3972778,270.4211121,181.9761658,-0.101980641,-0.080370985,-0.318837196,30.48782921,0,2.78716135,0.740589142,0,1,1,1,0,1,21.9438076,32
3120,242,5,1,0,1,0,450,0,1,746.5543823,626.7440186,119.8103943,0.102889687,0.08180353,0.311447322,-51.09795761,0,0,0.740589142,0,1,1,1,0,1,-21.48063087,27
31201,253,11,1,0,1,0,380,0,0,496.4784546,436.5732727,59.90519714,-0.060272947,0.00566227,-0.948032916,-19.09205437,0,0,-1.12978065,0,0,1,0,0,1,-4.106077671,11
31202,253,6,1,0,1,0,380,0,0,753.9012451,652.1754761,101.7258072,0.047598593,0.112934664,-0.92880863,-33.91046143,0,0,-0.11483559,0,0,1,1,0,1,-13.26556778,21
31203,253,4,1,1,1,1,380,0,0,826.5787354,540.6161499,285.9625549,0.075390406,0.025462041,0.720823526,-3.57685709,0,0,-0.11483559,0,0,1,1,0,1,-22.63137627,39
31204,253,4,1,0,1,0,380,0,0,211.0245361,128.5136108,82.51093292,-0.224424154,-0.160970122,-0.92880863,-11.28800297,0,35.11823273,-1.12978065,0,0,1,0,0,1,11.09992313,19
31205,253,7,1,1,0,0,380,0,0,331.1174927,205.6556702,125.4618301,-0.065107793,-0.084871188,0.275940865,-34.83951187,0,4.180741787,-0.11483559,0,0,1,1,0,1,-18.7133522,25
31206,253,5,1,0,1,0,380,0,0,166.4347229,87.31465149,79.12007141,-0.185286388,-0.156710923,-0.426599026,0,0,0,0.740589142,0,1,1,1,0,1,-0.767165303,17
31207,253,3,1,0,1,0,380,0,0,62.16577148,21.47544861,40.69032288,-0.243875176,-0.176111877,-0.992301643,-22.39019585,0,103.0134811,0.740589142,0,1,1,1,0,1,55.47883987,13
31208,253,3,1,0,1,0,380,0,0,521.9099121,164.7392883,357.1706238,-0.157382235,-0.110377774,-0.687151551,5.119086742,0,78.04051208,0.740589142,0,1,1,1,0,1,54.07556534,15
31209,253,9,1,1,1,1,380,0,0,377.2897339,255.21875,122.0709686,-0.128787488,-0.097766407,-0.455956459,-36.46535492,0,153.2938538,-1.12978065,0,0,1,0,0,1,26.27577972,28
3121,242,4,1,0,1,0,450,0,1,656.1314697,583.7930908,72.33835602,0.032865971,0.064703614,-0.451643497,57.5084343,100.1519928,0,0.740589142,0,1,1,1,0,1,78.73034668,34
31210,253,5,1,0,1,0,380,0,0,504.3904724,295.2874146,209.1030579,-0.045955744,-0.057354964,0.158327937,-1.80236423,22.2972908,56.67227936,-0.11483559,0,0,1,1,0,1,29.5876503,23
31211,253,8,1,0,1,0,380,0,0,407.1858215,271.5513916,135.6344147,-0.129733324,-0.095922291,-0.495912284,-49.93663788,0,0,-1.12978065,0,0,1,0,0,1,-14.08467579,19
31212,253,4,1,0,0,0,380,0,0,1531.821167,1300.112305,231.708786,0.323053241,0.350701898,-0.363105983,-16.72296715,0,0,0.740589142,0,1,1,1,0,1,-34.88204956,21
31213,253,8,1,1,1,0,380,0,0,218.9930573,120.6581116,98.33494568,-0.097903095,-0.111696683,0.18740347,1.53293848,0,0,-1.12978065,0,0,1,0,0,1,0.275700003,13
31214,253,4,1,0,1,0,380,0,0,284.1540833,171.125412,113.0286789,-0.208569497,-0.138809085,-1.017346144,-9.067563057,0,0,-1.12978065,0,0,1,0,0,1,-6.118143082,19
31215,253,5,1,0,0,0,380,0,0,179.4330292,133.6564026,45.77661514,-0.110137746,-0.112685971,0.02552145,-41.80741501,0,0,-0.11483559,0,0,1,1,0,1,-17.26121902,12
31216,253,11,1,0,1,0,380,0,0,263.7524109,214.4719086,49.28050232,-0.151559621,-0.124096267,-0.407374799,-88.53881836,0,1.672296762,0.740589142,0,1,1,1,0,1,-16.51148987,12
31217,253,8,1,0,1,0,380,0,0,266.1825256,181.411026,84.77150726,-0.163069159,-0.129488766,-0.495912284,-9.847969055,0,8.918915749,0.740589142,0,1,1,1,0,1,-1.18174839,14
31218,253,3,1,0,1,0,380,0,0,144.111557,111.3332443,32.7783165,-0.240318939,-0.163236007,-1.125108004,0,0,0,0.740589142,0,1,1,1,0,1,-2.876869917,7
3123,242,3,1,0,1,1,450,0,0,58.77490997,29.38745499,29.38745499,-0.263805836,-0.186885387,-1.125108004,0,0,0,-1.12978065,0,0,1,0,0,1,0,2
3124,242,8,1,0,1,0,450,0,1,1829.651733,1456.657104,372.9946289,0.109137408,0.084996104,0.35571602,16.72296906,0,0,-0.274356008,0,1,1,0,0,1,-2.247554302,78
3125,242,4,1,1,1,0,450,0,0,712.0806885,345.8677368,366.2129211,-0.112472534,-0.122277267,0.128970504,4.087836742,0,0,-0.11483559,0,0,1,1,0,1,0.028768778,17
3126,242,6,1,0,1,0,450,0,0,813.5239258,428.0960999,385.4277954,-7.89E-04,0.007705808,-0.121448927,-108.6992874,0,0,-0.11483559,0,0,1,1,0,1,-38.34228134,29
3127,242,6,1,0,1,1,450,0,1,180.8458862,59.90519714,120.9406815,-0.150646091,-0.170387983,0.267178416,11.33445644,0,23.41215515,0.740589142,0,1,1,1,0,1,11.9549942,22
3128,242,4,1,1,1,0,450,0,0,603.9122314,242.220459,361.6917725,-0.09046194,-0.103212714,0.173239201,5.109797955,0,0,0.740589142,0,1,1,1,0,1,-2.637129545,25
3129,242,4,1,0,0,0,450,0,0,199.4956207,67.25205994,132.2435455,-0.24716422,-0.18076916,-0.973077416,-0.464528203,0,11.1486454,0.740589142,0,1,1,1,0,1,4.794782639,8
3130,242,7,1,0,0,0,450,0,1,1232.012573,825.109314,406.9032288,-0.065580241,-0.070994712,0.070879087,66.52026367,114.2736053,0,0.740589142,0,1,1,1,0,1,53.31799316,52
31301,254,4,1,0,1,0,500,0,0,214.7544861,205.7121887,11.30286789,-0.2637631,-0.15344587,-1.602273107,-10.21959019,0,0,-0.359041333,0,1,0,1,0,1,-5.274261475,3
31302,254,4,1,0,1,1,500,0,1,65.556633,33.90860367,31.64802933,-0.289482504,-0.186885387,-1.494511247,0,0,72.46619415,-1.12978065,0,0,1,0,0,1,37.39931107,2
31304,254,6,1,0,1,0,500,0,0,245.8938904,98.956604,146.9372864,-0.155573517,-0.11884293,-0.5401811,-12.07769871,0,0,0.740589142,0,1,1,1,0,1,-4.315304756,13
31305,254,8,1,0,1,0,500,0,1,42.27272415,9.042294502,23.17087936,-0.21699436,-0.186885387,-0.451643497,-8.361483574,0,46.8243103,-1.373986602,0,1,0,0,0,1,9.925201416,6
31306,254,7,1,0,1,0,500,0,0,677.041748,541.4073486,135.6344147,0.016563028,0.054484531,-0.5401811,0,4.64526844,0,0.740589142,0,1,1,1,0,1,0,21
31307,254,16,1,1,1,0,500,0,0,3162.54248,2294.482178,1206.015991,3.430796146,3.293778896,2.296812296,-126.3512955,0,0,0.740589142,0,1,1,1,0,1,-16.20996094,33
31308,254,6,1,0,0,0,500,0,1,181.6936035,160.7832947,20.91030502,-0.100641645,-0.10002584,-0.018747253,-53.88511276,0,18.72972298,0.740589142,0,1,1,1,0,1,-23.55517006,15
31309,254,8,1,0,0,1,500,0,1,281.4414063,70.64292145,210.7984772,-0.266281545,-0.166622281,-1.450242519,-65.0337677,0,23.41215515,-0.11483559,0,0,1,1,0,1,-10.74031448,9
3131,242,7,1,0,1,0,450,0,1,204.8644714,125.7444,79.12007141,-0.190998569,-0.153167561,-0.559405327,-21.73985672,0,0,0.740589142,0,1,1,1,0,1,-7.767549038,12
31310,254,4,1,0,1,0,500,0,1,2514.887939,2294.482178,220.4059143,0.468141854,0.496794313,-0.363105983,-14.21452141,0,0,0.740589142,0,1,1,1,0,1,-12.47123146,29
31311,254,8,1,0,1,0,500,0,1,382.0369263,252.0539551,129.9829712,-0.125128165,-0.133976787,0.114059038,8.655682564,0,98.21955872,0.740589142,0,1,1,1,0,1,24.45619202,50
31312,254,7,1,1,0,0,500,0,1,553.5579224,350.1063232,203.4516144,-0.111638494,-0.098327309,-0.201224059,-11.61317253,-29.90391541,9.364861488,-0.359041333,0,1,0,1,0,1,-15.22891712,24
31313,254,7,1,0,1,0,500,0,1,243.0116577,70.07778168,172.9338684,-0.233335361,-0.166844636,-0.973077416,-25.08444977,0,0,0.740589142,0,1,1,1,0,1,-7.397665501,19
31314,254,7,1,0,1,0,500,0,0,42.27272415,19.78001785,15.25887108,-0.289329648,-0.182287633,-1.558004379,-0.929053724,0,0,0.740589142,0,1,1,1,0,1,-0.317825615,4
31315,254,6,1,0,0,1,500,0,0,536.0385132,261.3788147,274.6596985,-0.125225425,-0.095827058,-0.43241924,-5.109795094,0,0,-0.11483559,0,0,1,1,0,1,-5.114435673,18
31316,254,6,1,0,1,0,500,0,0,984.3856201,890.0065918,94.3789444,0.100524403,0.067382641,0.483462423,68.51770782,0,25.75336647,0.740589142,0,1,1,1,0,1,13.24478912,17
31317,254,11,1,1,1,0,500,0,1,689.7575073,288.5057068,401.2518005,-0.001849711,-0.087968387,1.230271101,38.55573273,0,0,0.740589142,0,1,1,1,0,1,5.49220705,27
31318,254,4,1,0,1,0,500,0,0,42.27272415,9.042294502,16.95430183,-0.277735859,-0.200911775,-1.125108004,-4.40371418,0,63.21281052,-1.12978065,0,0,1,0,0,1,30.35097504,3
3132,242,9,1,1,1,0,450,0,0,2508.671387,1853.105103,655.5663452,1.925653815,1.843575835,1.363077402,80.79193878,0,593.1079102,0.740589142,0,1,1,1,0,1,154.5756226,154
31323,254,6,1,1,0,0,500,0,0,426.4006958,164.1741486,262.226532,-0.124555126,-0.114431664,-0.156955361,-10.21959019,0,116.280365,-1.12978065,0,0,1,0,0,1,34.57358551,18
31324,254,7,1,1,1,1,500,0,0,462.852417,87.0320816,375.820343,-0.185555503,-0.172755718,-0.201224059,0,0,230.1451874,0.740589142,0,1,1,1,0,1,68.06684113,16
3133,242,3,1,0,0,1,450,0,1,66.12177277,25.99659538,40.12517929,-0.214404359,-0.170538619,-0.647942901,-0.929053724,0,0,0.740589142,0,1,1,1,0,1,-0.639304459,27
3134,242,4,1,1,1,0,450,0,0,220.4059143,96.07437134,124.331543,-0.234204143,-0.174605578,-0.874688566,9.383443832,0,0,0.740589142,0,1,1,1,0,1,4.842731476,7
3135,242,7,1,1,1,0,450,0,0,813.241333,369.6037598,443.6375427,0.082809657,0.040959541,0.606135428,-84.54389191,0,0,0.740589142,0,1,1,1,0,1,-24.63006783,44
3136,242,5,1,0,0,0,450,0,1,639.9118652,514.4500122,125.4618301,0.080204479,0.112369612,-0.451643497,6.131753922,0,35.11823273,-0.11483559,0,0,1,1,0,1,15.53509808,50
3137,242,6,1,0,1,0,450,0,1,1140.741943,892.0788574,248.6630859,0.149700791,0.125840127,0.35571602,-41.80741882,0,0,0.740589142,0,1,1,1,0,1,-15.18348217,44
3138,242,3,1,0,0,1,450,0,0,1302.033813,429.4524536,872.5813599,-0.0240798,-0.05622739,0.456940651,0,0,0,0.740589142,0,1,1,1,0,1,-2.541235209,17
3139,242,11,1,0,1,0,450,0,1,259.9659424,86.4669342,173.4990234,-0.084564656,-0.141689688,0.807836592,-11.1486454,0,0,-1.12978065,0,0,1,0,0,1,-2.092268944,52
3140,242,7,1,1,1,0,450,0,1,445.3329773,254.8796692,190.4533234,0.05687359,-0.05426278,1.59352529,-21.32178497,0,0,0.740589142,0,1,1,1,0,1,-6.863390446,36
31401,255,6,1,0,0,0,578,0,0,226.6224976,132.8087006,93.81380463,-0.211193264,-0.150746033,-0.884539843,-15.32938671,0,0,-0.11483559,0,0,1,1,0,1,-7.639688015,9
31402,255,3,1,1,1,0,578,0,0,166.4347229,87.31465149,79.12007141,-0.201595783,-0.158608839,-0.634120405,-26.47803116,0,9.755064011,-0.11483559,0,0,1,1,0,1,-17.18130684,12
31403,255,5,1,0,1,0,578,0,0,74.03378296,23.17087936,50.86290359,-0.218396857,-0.186952099,-0.470867842,-13.19256306,0,0,0.740589142,0,1,1,1,0,1,-5.523590565,46
31404,255,9,1,0,0,0,578,0,1,767.1821289,626.4614258,140.7207031,0.054719139,0.059508175,-0.06301605,0,0,17.55911636,0.740589142,0,1,1,1,0,1,2.535907745,16
31405,255,4,1,0,1,0,578,0,0,378.3634949,196.3873291,181.9761658,-0.161194712,-0.097303212,-0.92880863,-2.32263422,0,31.21619987,0.740589142,0,1,1,1,0,1,11.55542564,16
31406,255,6,1,0,0,0,578,0,0,521.3447876,202.0387573,319.3059998,-0.052922625,-0.133476838,1.145717382,0,0,41.80741501,0.740589142,0,1,1,1,0,1,12.02691555,26
31407,255,2,1,0,1,1,578,0,1,359.4311829,215.3196259,144.111557,-0.184056997,-0.123422027,-0.884539843,0,0,0,-1.12978065,0,0,1,0,0,1,0,13
31408,255,6,1,0,0,0,578,0,0,289.6359863,185.0844574,104.5515289,-0.186048567,-0.149528816,-0.5401811,-6.410470963,0,46.8243103,0.740589142,0,1,1,1,0,1,11.43076324,12
31409,255,7,1,1,1,0,578,0,1,211.8722534,87.54071045,124.331543,-0.12931475,-0.149522364,0.275940865,-25.27025795,0,110.2712479,0.740589142,0,1,1,1,0,1,21.3551445,20
3141,242,6,1,0,1,0,450,0,1,3162.54248,2294.482178,293.8745728,0.818449199,0.81612885,0.114059038,-31.77363777,0,0,0.740589142,0,1,1,1,0,1,-21.20093346,31
31410,255,8,1,1,1,0,578,0,0,1028.278442,536.0385132,492.2398987,6.95E-04,-0.075733043,1.092063069,-14.12161732,0,81.94254303,0.740589142,0,1,1,1,0,1,11.7959938,22
31411,255,13,1,0,0,0,578,0,1,411.1418152,260.2485352,150.89328,-0.104554191,-0.10706377,0.02552145,0,0,0,0.740589142,0,1,1,1,0,1,-1.754737854,13
31412,255,6,1,1,0,0,578,0,1,335.6951599,112.4635315,223.2316284,-0.198281631,-0.152173415,-0.678389192,-22.2972908,0,0,0.740589142,0,1,1,1,0,1,-8.926287651,12
31413,255,4,1,1,1,0,578,0,1,273.2468262,157.9575806,115.2892532,-0.146792978,-0.133725017,-0.201224059,-6.503376007,0,5.574322701,0.740589142,0,1,1,1,0,1,-5.274261475,25
31414,255,6,1,0,0,0,578,0,1,138.9122467,121.9579391,16.95430183,-0.220101193,-0.142878368,-1.125108004,-11.1486454,0,46.8243103,-1.214466095,0,0,0,1,0,1,10.29280186,6
31415,255,7,1,0,0,0,578,0,1,581.6455688,540.9552612,40.69032288,-0.07267426,-0.014367021,-0.840271056,-32.4239769,0,70.23646545,-1.214466095,0,0,0,1,0,1,11.15129566,18
31417,255,4,1,0,0,0,578,0,0,67.02600861,9.042294502,58.2097702,-0.226511642,-0.166170388,-0.884539843,-13.56418324,0,1.393580675,0.740589142,0,1,1,1,0,1,-6.281166077,16
31418,255,7,1,0,1,0,578,0,1,500.717041,365.0826111,135.6344147,-0.057660375,-0.076682724,0.266089678,-6.387244225,0,56.18917084,0.740589142,0,1,1,1,0,1,13.46101189,44
31419,255,11,1,0,1,0,578,0,0,275.9595032,191.7531433,84.20636749,-0.102579303,-0.117468618,0.202596635,-74.32429504,0,5.853038788,-1.12978065,0,0,1,0,0,1,-13.8961525,21
3142,242,5,1,0,1,0,450,0,0,627.3091431,559.4919434,67.81720734,-0.040466174,-0.001593721,-0.559405327,-55.41804886,0,0,-1.214466095,0,0,0,1,0,1,-24.4103756,19
31420,255,5,1,0,1,1,578,0,1,617.1365967,492.8050232,124.331543,0.005051378,0.027401529,-0.318837196,-28.8006649,0,56.18916321,-2.229411125,0,0,0,0,0,1,8.699652672,26
31421,255,7,1,0,0,0,578,0,0,873.9377441,741.6941528,132.2435455,0.028815478,0.054428421,-0.363105983,-22.20438576,0,5.574322701,-2.229411125,0,0,0,0,0,1,-10.30193424,24
31422,255,10,1,0,1,0,578,0,1,116.080452,84.99756622,31.08288574,-0.170139119,-0.142804325,-0.407374799,-23.87668037,0,0,-0.11483559,0,0,1,1,0,1,-4.929037094,20
31423,255,5,1,0,1,0,578,0,1,550.1670532,472.1773071,77.98978424,0.00933617,0.041011021,-0.451643497,-61.31754684,0,0,0.740589142,0,1,1,1,0,1,-29.15228271,14
31424,255,7,1,0,1,0,578,0,1,1159.391602,944.637146,214.7544861,0.053657345,0.085638836,-0.451643497,-25.27026176,0,42.14188004,-0.359041333,0,1,0,1,0,1,3.078251123,21
31425,255,5,1,1,0,1,578,0,1,287.3753967,78.27236176,209.1030579,-0.169890195,-0.156982049,-0.201224059,-5.109795094,0,9.364861488,0.740589142,0,1,1,1,0,1,1.756808519,14
31426,255,5,1,0,0,0,578,0,0,318.1757202,154.8492889,163.3264313,-0.180774197,-0.150414646,-0.451643497,-21.83276176,0,0,-1.12978065,0,0,1,0,0,1,-9.416954041,15
31427,255,10,1,1,1,0,578,0,0,544.7982178,149.1978455,395.6003723,-0.067911088,-0.096988879,0.408747166,-17.65202141,0,0,-0.11483559,0,0,1,1,0,1,-3.644035339,21
31429,255,4,1,0,0,0,578,0,0,276.3551025,146.3721313,129.9829712,-0.151988745,-0.144540146,-0.121448927,-23.69087029,0,0,-1.373986602,0,1,0,0,0,1,-13.66513157,26
3143,242,6,1,0,0,0,450,0,0,524.453064,343.6071777,180.8458862,-0.004499802,-0.006317165,0.02552145,93.25841522,0,35.11823273,0.740589142,0,1,1,1,0,1,35.8346138,31
31430,255,7,1,0,1,0,578,0,1,521.9099121,423.5749512,98.33494568,-0.038109008,-0.040158913,0.02552145,-22.85472298,0,0,-1.373986602,0,1,0,0,0,1,-11.2334919,25
31431,255,10,1,0,0,0,578,0,0,131.0567474,110.3725052,20.68424797,-0.166368335,-0.128366932,-0.559405327,-37.39441299,0,35.11823273,-0.11483559,0,0,1,1,0,1,-0.479478657,17
31432,255,5,1,0,1,0,578,0,0,184.4627991,97.99586487,86.4669342,-0.169605151,-0.145365,-0.363105983,-0.557432234,0,28.0945816,-2.229411125,0,0,0,0,0,1,11.36938858,18
